"slope" "geology" "order" "elev" "t_Jan" "t_Jul" "width" "AGR" "FR" "UR"
"8714" 43 "silikat" 2 533 -2.78 16.515 1.38629436111989 0.614906832298137 0.385093167701863 0
"7989" 2 "kalk" 2 239 -1.94 18.5 1.79175946922805 0.93125 0 0.06875
"7991" 3 "kalk" 2 251 -1.98 18.3 1.50407739677627 0.987616099071207 0.0123839009287926 0
"8713" 33 "silikat" 2 614 -2.94 16.283 0.693147180559945 0.755485893416928 0.244514106583072 0
"8079" 98 "silikat" 2 1271 -3.294 13.417 1.6094379124341 0.16875 0.83125 0
"8571" 10 "silikat" 2 278 -1.81 18.343 0.693147180559945 0.5141065830721 0.454545454545455 0.0313479623824451
"8291" 99 "silikat" 3 1146 -3.468 13.723 1.79175946922805 0.0249221183800623 0.753894080996885 0.221183800623053
"9697" 7.7 "silikat" 5 1065 -4.941 13.931 2.63905732961526 0.235109717868339 0.683385579937304 0.0815047021943574
"7743" 3 "kalk" 3 577 -3.118 18.82 2.19722457733622 0.655172413793103 0.156739811912226 0.188087774294671
"7968" 269 "kalk" 3 840 -3.497 14.848 2.01490302054226 0.477987421383648 0.522012578616352 0
"8112" 23 "kalk" 3 869 -4.169 14.726 1.70474809223843 0.257861635220126 0.742138364779874 0
"8461" 25 "silikat" 4 389 -2.883 17.507 1.79175946922805 0.3125 0.6625 0.025
"7809" 10.9 "silikat" 5 775 -3.594 15.517 3.41772668361337 0.169811320754717 0.147798742138365 0.682389937106918
"8239" 35.7 "kalk" 3 1137 -4.1 13.9 2.00148000021012 0.263975155279503 0.630434782608696 0.105590062111801
"8570" 71 "kalk" 2 552 -2.655 16.093 1.6094379124341 0.572327044025157 0.39937106918239 0.0283018867924528
"8711" 32 "silikat" 2 639 -3.726 15.449 1.38629436111989 0.247678018575851 0.752321981424149 0
"8114" 5 "kalk" 4 666 -4.06 15.983 3.04452243772342 0.229102167182663 0.770897832817337 0
"8385" 40 "silikat" 3 352 -2.366 17.958 1.25276296849537 0.0438871473354232 0.956112852664577 0
"8106" 6 "kalk" 3 765 -3.732 15.173 2.484906649788 0.593059936908517 0.20820189274448 0.198738170347003
"7643" 12 "kalk" 2 552 -2.3 16.9 2.12823170584927 0.473520249221184 0.0529595015576324 0.473520249221184
"8441" 4 "kalk" 3 305 1.722 18.237 1.6094379124341 0.752351097178683 0 0.247648902821317
"8399" 17 "silikat" 3 590 -3.948 15.156 1.79175946922805 0.446875 0.553125 0
"7988" 7 "kalk" 2 262 -1.9 18.1 1.50407739677627 0.803125 0.021875 0.175
"8113" 5 "kalk" 4 656 -3.496 16.53 2.70805020110221 0.814465408805031 0.169811320754717 0.0157232704402516
"8587" 1 "silikat" 8 226 -1.934 18.203 3.25809653802148 0.536050156739812 0.45141065830721 0.0125391849529781
"8373" 6 "kalk" 4 438 -2.036 17.785 3.25809653802148 0.38125 0.225 0.39375
"7804" 3.6 "kalk" 5 439 -2.728 17.404 3.36729582998647 0.457943925233645 0.426791277258567 0.115264797507788
"8439" 12 "kalk" 2 409 -2.298 17.127 1.87180217690159 0.859375 0.140625 0
"8440" 9 "kalk" 2 360 -2.298 17.127 2.19722457733622 0.933962264150943 0.0660377358490566 0
"8528" 5 "kalk" 5 368 -2.032 18.05 1.38629436111989 0.395638629283489 0.146417445482866 0.457943925233645
"8402" 16 "kalk" 2 301 -2.127 17.095 1.6094379124341 0.316770186335404 0.46583850931677 0.217391304347826
"8125" 5 "silikat" 5 674 -3.739 15.905 2.94443897916644 0.521875 0.35 0.128125
"8715" 7 "kalk" 4 623 -4.388 15.876 2.19722457733622 0.0815047021943574 0.808777429467085 0.109717868338558
"8516" 5 "silikat" 3 520 -3.71 15.479 2.77258872223978 0.374213836477987 0.138364779874214 0.487421383647799
"8517" 4 "silikat" 3 531 -3.66 15.515 2.56494935746154 0.509433962264151 0.490566037735849 0
"8107" 19 "kalk" 2 785 -3.913 15.122 0.641853886172395 0.672897196261682 0.249221183800623 0.0778816199376947
"8438" 6 "kalk" 2 309 -1.7734 18.178 1.94591014905531 0.922360248447205 0.077639751552795 0
