"Abramis.ballerus" "Abramis.bjoerkna" "Abramis.brama" "Alburnoides.bipunctatus" "Alburnus.alburnus" "Aspius.aspius" "Barbatula.barbatula" "Barbus.barbus" "Carassius.carassius" "Carassius.gibelio" "Chondrostoma.nasus" "Cobitis.taenia" "Cottus.gobio" "Cyprinus.carpio" "Esox.lucius" "Eudontomyzon.mariae" "Gobio.gobio" "Gymnocephalus.cernuus" "Lampetra.fluviatilis" "Lampetra.planeri" "Leucaspius.delineatus" "Leuciscus.cephalus" "Leuciscus.idus" "Leuciscus.leuciscus" "Lota.lota" "Misgurnus.fossilis" "Perca.fluviatilis" "Phoxinus.phoxinus" "Pungitius.pungitius" "Rhodeus.amarus" "Romanogobio.vladykovi" "Rutilus.rutilus" "Salmo.trutta.fario" "Salmo.trutta.trutta" "Sander.lucioperca" "Scardinius.erythrophthalmus" "Silurus.glanis" "Thymallus.thymallus" "Tinca.tinca"
"PL02S1301_3838" 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 52 0 0 3 3 10 0 1 0 0 4 0 0 0 0 49 0 0 0 0 0 0 0
"PL02S1401_0417" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12
"PL02S1401_0420" 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_0432" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 3
"PL02S1401_0462" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 19 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_0507" 0 0 0 0 0 0 91 0 0 0 0 0 0 0 0 0 69 0 0 0 0 25 0 0 0 0 3 252 0 12 0 0 7 0 0 0 0 0 2
"PL02S1401_0516" 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 21 0 0 0 0 14 0 0 0 0 0 141 0 0 0 7 21 0 0 0 0 0 0
"PL02S1401_0517" 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 0 0 0 0 61 0 0 0 0 0 0
"PL02S1401_0520" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 3
"PL02S1401_0521" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_0524" 0 0 0 0 0 0 24 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 116 0 0 0 0 53 0 0 0 0 0 0
"PL02S1401_0530" 0 0 0 0 0 0 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 524 0 0 0 0 48 0 0 0 0 0 0
"PL02S1401_0540" 0 0 0 0 0 0 2 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0
"PL02S1401_0543" 0 0 0 0 0 0 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 0 0 0 0 0 0
"PL02S1401_0546" 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 93 0 0 0 0 0 0
"PL02S1401_0557" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 11 0 0 0 0 0 0 27 0 0 0 0 0 9 0 0 0 0 0 0
"PL02S1401_0558" 0 0 0 0 0 0 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
"PL02S1401_0561" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_0563" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 26 91 0 1 0 0 45 0 0 0 0 0 0
"PL02S1401_0572" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 160 0 0 0 0 1 0 0 0 0 0 0
"PL02S1401_0573" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 2 224 0 0 0 0 0 0 0 0 0 0 1
"PL02S1401_0587" 0 0 0 0 0 0 28 0 0 1 0 0 0 0 0 0 86 0 0 0 0 75 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_0591" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 88 0 0 0 0 11 0 0 0 0 0 0
"PL02S1401_0593" 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 5 173 0 0 0 0 4 0 0 0 0 0 1
"PL02S1401_0594" 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257 0 0 0 0 17 0 0 0 0 0 0
"PL02S1401_1215" 0 2 1 0 53 1 0 0 0 0 0 0 0 0 6 0 0 4 0 0 0 15 4 0 0 0 40 0 0 2 0 25 0 0 0 8 1 0 0
"PL02S1401_1217" 0 0 2 0 62 0 0 0 0 0 0 11 0 0 1 0 0 1 0 0 0 42 20 0 0 0 370 0 0 0 0 42 0 0 0 10 14 0 1
"PL02S1401_1218" 0 16 8 0 332 1 0 0 0 0 0 0 0 0 8 0 10 0 0 0 0 18 43 0 0 0 68 0 0 6 0 168 0 0 0 18 1 0 0
"PL02S1401_1220" 0 12 19 0 76 1 3 0 0 0 0 23 0 0 1 0 121 34 0 0 26 132 4 41 0 0 7 0 0 95 0 38 0 0 2 0 0 0 0
"PL02S1401_1227" 0 0 0 0 0 0 16 0 0 0 0 0 14 0 0 0 0 0 0 9 0 0 0 0 0 0 0 149 0 0 0 0 104 0 0 0 0 0 0
"PL02S1401_1228" 0 0 0 0 0 0 41 4 0 0 0 0 21 0 0 0 0 0 0 0 0 18 0 0 0 0 0 183 0 0 0 0 104 0 0 0 0 9 0
"PL02S1401_1229" 0 0 0 0 0 0 125 58 0 0 0 0 41 0 0 0 207 0 0 0 0 0 0 0 0 0 0 742 0 0 0 0 69 0 0 0 0 31 0
"PL02S1401_1230" 0 0 0 0 48 0 31 0 0 0 31 0 0 0 10 0 275 0 0 0 0 138 0 19 0 0 21 146 0 0 0 19 41 0 0 0 0 17 0
"PL02S1401_1233" 0 0 0 0 0 0 36 17 0 0 0 0 31 0 0 0 17 0 0 0 0 21 0 0 0 0 0 273 0 0 0 0 96 0 0 0 0 14 0
"PL02S1401_1237" 0 0 0 0 0 0 12 0 0 0 0 0 4 0 0 0 7 0 0 0 0 0 0 0 0 0 0 142 0 0 0 0 146 0 0 0 0 11 0
"PL02S1401_1239" 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 93 0 0 0 0 16 0
"PL02S1401_1247" 0 0 0 0 0 0 8 0 0 0 0 0 0 0 3 0 143 0 0 0 0 161 0 11 0 0 1 0 0 0 0 2 12 0 0 0 0 0 0
"PL02S1401_1254" 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 4 0 0 0 0 0 0 0 2 0 20 0 0 0 0 0 0 0
"PL02S1401_1258" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_1287" 0 11 0 0 3 0 0 0 0 0 0 2 0 0 13 0 23 0 0 0 0 3 0 0 0 1 2 0 0 57 0 89 0 0 0 2 0 0 2
"PL02S1401_1290" 0 0 6 0 0 0 0 0 0 9 0 0 0 0 11 0 12 0 0 0 20 3 1 0 0 0 9 0 0 252 0 55 0 0 0 19 0 0 17
"PL02S1401_1291" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 10 0 0 0 0 12 0 0 0 2 0 0 0
"PL02S1401_1294" 0 7 0 0 0 0 2 0 0 3 0 2 0 0 9 0 99 2 0 0 0 6 3 3 1 0 0 0 0 4 0 37 0 0 0 1 0 0 4
"PL02S1401_1300" 0 0 0 0 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 540 0 0 0 0 142 0 0 0 0 0 0
"PL02S1401_1307" 0 0 0 0 0 0 38 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 14 0 0 0 3 0 0 0 0 0 0 0
"PL02S1401_1308" 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 84 0 0 0 28 0 0 0 0 0 6 0 0 0 0 8 0 0 0 0 0 0 0
"PL02S1401_1321" 0 2 4 0 8 1 2 0 1 0 0 9 0 0 2 0 22 1 0 0 23 0 2 0 0 0 4 0 0 19 0 18 0 0 0 2 0 0 1
"PL02S1401_1322" 0 6 0 0 9 0 0 0 0 1 0 1 0 0 4 0 0 0 0 0 6 1 0 0 0 0 44 0 0 30 0 160 0 0 0 1 0 0 0
"PL02S1401_1323" 0 0 48 0 39 3 0 0 0 0 0 0 0 0 1 0 6 0 0 0 3 53 0 4 0 0 6 0 0 369 0 339 0 0 0 0 0 0 3
"PL02S1401_1324" 0 21 11 0 39 0 3 0 0 0 0 7 0 0 5 0 76 16 0 0 32 21 6 4 0 0 38 0 0 29 0 38 0 0 0 4 0 0 1
"PL02S1401_1325" 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 7
"PL02S1401_1327" 0 0 0 0 0 0 3 0 0 108 0 0 0 8 6 0 194 3 0 0 0 0 0 0 0 0 35 0 0 72 0 149 0 0 0 0 0 0 12
"PL02S1401_1331" 0 0 0 0 47 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 3 5 0 1 0 0 0 0 0 412 0 57 0 0 0 14 0 0 4
"PL02S1401_1334" 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 7
"PL02S1401_1341" 0 7 14 0 63 1 4 0 0 0 0 9 0 0 1 0 36 2 0 0 46 6 21 0 0 0 8 0 0 23 0 60 0 0 0 2 0 0 1
"PL02S1401_1369" 0 0 0 0 0 0 48 0 0 0 0 0 2 0 0 0 227 0 0 49 0 81 0 0 0 0 4 384 0 0 0 16 22 0 0 0 0 0 0
"PL02S1401_2264" 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 6 0 82 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"PL02S1401_2275" 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 96 0 0 0 0 0 0
"PL02S1401_2281" 0 12 0 0 0 0 0 0 0 72 0 0 0 0 1 0 0 0 0 0 12 0 0 0 0 0 0 0 0 3 0 0 0 0 0 3 0 0 3
"PL02S1401_2295" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 85 0 0 0 0 0 0
"PL02S1401_3444" 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 51 0 0 0 0 13 0 0 0 0 0 47 0 0 0 0 17 0 0 0 0 0 0
