"CCall" "CCin" "CCout" "BCdir" "BCund"
"CHE-383878" 0.009016633072272 0.000244558134366 0.000252490496829 7.61628356158038 10.9551130499799
"CHE-294191" 0.012648664983056 0.000244557959402 0.000249919988439 7.27447955877387 10.9551130499799
"CHE-295278" 0.012650381330973 0.000245878301629 0.000249919988439 8.21851757748959 11.894999113621
"CHE-307411" 0.010651142621968 0.000244916636395 0.000250896226153 7.77527584648686 11.3103195648736
"CHE-359241" 0.011292809161987 0.000243724104314 0.0002509573638 0 0
"CHE-290410" 0.012957025759275 0.000245037044081 0.000249798218821 7.7066129139642 11.4058523725785
"CHE-359520" 0.011695239507215 0.000247211875523 0.000250773994187 8.82276429670376 12.365679840039
"CHE-320605" 0.014597656972854 0.000243724104314 0.000249250971058 0 0
"CHE-381774" 0.010063565819204 0.000249663605376 0.000251753467195 9.4753933263676 12.880266338173
"CHE-300717" 0.012123074922494 0.000245517127782 0.000250163701101 8.07433769408951 11.7141178425144
"CHE-306944" 0.010537510660816 0.000243961912918 0.0002509573638 6.17586727010576 9.70479268162423
"CHE-320450" 0.014813851782032 0.00024527674835 0.000249190238036 7.76937860951398 11.5712132408407
"CHE-366681" 0.011510605639692 0.000261750571487 0.000250896226153 10.4281273201355 13.9036642822267
"CHE-271663" 0.01430424594097 0.000244080947762 0.000249250971058 6.31535800152233 10.1097697467749
"CHE-101543" 0.009442953236433 0.000244080947762 0.000249129519473 6.29341927884648 10.1097697467749
"CHE-104514" 0.009116649553502 0.000245636744095 0.000249372480476 8.00936307663004 11.7773798513027
"CHE-292968" 0.013303021556603 0.000244200069748 0.000249676507017 6.67582322163485 10.396963537967
"CHE-294002" 0.012971448267575 0.000246969208563 0.000249798218821 8.60428789826717 12.2952092625964
"CHE-290712" 0.0127926051133 0.000244677635128 0.000249859096403 7.39817409297047 11.0881552058041
"CHE-64333" 0.010625401496156 0.000244080976809 0.000248039058351 6.07073772800249 10.1099324542273
"CHE-304038" 0.011595202492036 0.000244677459993 0.000250407644966 7.48268182815465 11.0881552058041
"CHE-51306" 0.009135796420068 0.000244200127898 0.000248947450543 6.54678541076052 10.3972077083992
"CHE-324049" 0.012596152369839 0.000243961912918 0.000249919988439 6.02344759296103 9.70479268162423
"CHE-376350" 0.009865818138963 0.000245879480692 0.000251876161174 8.48899945704546 11.8961449641311
"CHE-290471" 0.012957025759275 0.000245037044081 0.000249798218821 7.7066129139642 11.4058523725785
"CHE-320080" 0.014588934886831 0.000243724104314 0.000249250971058 0 0
"CHE-101416" 0.009532684652192 0.00024491716283 0.00024906881537 7.48493028328966 11.3112008810293
"CHE-307156" 0.010764652471251 0.000245156485979 0.000250835102948 7.94909149983052 11.4920694830909
"CHE-322293" 0.01325796140259 0.000243724104314 0.000249676507017 0 0
"CHE-103657" 0.009364805044484 0.000243961912918 0.000249190238036 5.89989735358249 9.70479268162423
"CHE-100450" 0.009182794013947 0.000244080947762 0.000249311718538 6.3261494731551 10.1097697467749
"CHE-363462" 0.011843305731675 0.000244557959402 0.000250712899869 7.39326309476384 10.9551130499799
"CHE-363457" 0.011843305731675 0.000244557959402 0.000250712899869 7.39326309476384 10.9551130499799
"CHE-272553" 0.01455440872271 0.00025282283911 0.000249190238036 9.50814602759882 13.2889281115858
"CHE-357709" 0.011826096984374 0.000244200069748 0.000250712899869 6.83410873881384 10.396963537967
"CHE-306746" 0.010763748576467 0.000244200069748 0.000250835102948 6.85118492749374 10.396963537967
"CHE-323725" 0.012595842941937 0.000243724104314 0.000249919988439 0 0
"CHE-358578" 0.011421761490676 0.00024384296513 0.000250896226153 5.47646355193151 9.012133305952
"CHE-385231" 0.008857640740829 0.000244080947762 0.000252613537068 6.78332520060396 10.1097697467749
"CHE-323882" 0.012596152369839 0.000243961912918 0.000249919988439 6.02344759296103 9.70479268162423
"CHE-322236" 0.013806427292432 0.000245156808319 0.000249494047724 7.74283595543075 11.4923961737177
"CHE-272511" 0.01455440872271 0.00025282283911 0.000249190238036 9.50814602759882 13.2889281115858
"CHE-59276" 0.010103722022025 0.000245637832586 0.000248341494134 7.80994708647679 11.7787299589027
"CHE-321417" 0.014814921826187 0.000245878065818 0.000249190238036 8.09468364869882 11.8946168714933
"CHE-187540" 0.010741369197252 0.00024696849484 0.000249737355692 8.59433940059289 12.2952092625964
"CHE-322431" 0.013438517635188 0.000244677518371 0.000249615672797 7.35819375273303 11.0881552058041
"CHE-320343" 0.015033681016221 0.000247579969175 0.000249129519473 8.65886634973238 12.4662499048598
"CHE-82052" 0.010391781828315 0.00024384296513 0.000248220476422 5.01727983681492 9.012133305952
"CHE-303884" 0.011594153742662 0.000243724104314 0.000250407644966 0 0
"CHE-365140" 0.011724388271039 0.000244200069748 0.000250773994187 6.84268328223842 10.396963537967
"CHE-272374" 0.0141289933695 0.000243724104314 0.000249311718538 0 0
"CHE-289901" 0.013474538968419 0.000245396776436 0.000249615672797 7.91753635394363 11.6448305358502
"CHE-322667" 0.013089038648083 0.000244438662879 0.000249737355692 7.09090982207998 10.8014513677174
"CHE-272207" 0.014753591287397 0.000253204531114 0.000249129519473 9.53683442021335 13.319143240659
"CHE-322918" 0.012756165065149 0.00024384296513 0.000249859096403 5.32300997913841 9.012133305952
"CHE-311405" 0.010330359976025 0.000245156808319 0.00025107968242 7.98241634682773 11.4920694830909
"CHE-299602" 0.012573103000135 0.000245998860321 0.000249980894927 8.28223006329669 11.9481952997706
"CHE-101157" 0.009810064523535 0.000245517421682 0.000248886789821 7.85593219971861 11.713757965523
"CHE-303716" 0.011868079726184 0.000244916665642 0.000250285644135 7.68753876620163 11.3103195648736
"CHE-320275" 0.015033681016221 0.000247579969175 0.000249129519473 8.65886634973238 12.4662499048598
"CHE-79337" 0.010397576771479 0.000244080947762 0.000248220476422 6.11146733950268 10.1097697467749
"CHE-270982" 0.014942390563928 0.000244677664317 0.00024906881537 7.26192709270275 11.0881552058041
"CHE-289745" 0.013655990225747 0.000245516863274 0.000249554853033 7.97625194374562 11.7133324893106
"CHE-81950" 0.010500770534357 0.000243961912918 0.000248159989265 5.6937321388027 9.70479268162423
"CHE-321642" 0.014602021927951 0.000245636979444 0.000249250971058 7.98786409608569 11.7773798513027
"CHE-357593" 0.012106937729846 0.000269036073002 0.00025059075457 10.6972263958288 14.1963687164796
"CHE-63177" 0.011602647508061 0.000246120600534 0.000247555913418 7.84815308619953 11.9985563501017
"CHE-321871" 0.014394952291717 0.000245516804494 0.000249311718538 7.93415523353632 11.7133324893106
"CHE-357114" 0.012052015818638 0.00024384296513 0.00025059075457 5.43372200355424 9.012133305952
"CHE-319953" 0.015255819488919 0.000247947242243 0.00024906881537 8.73729211254422 12.5516674306004
"CHE-311063" 0.010436888880973 0.000245638038517 0.000251018515889 8.26178467951475 11.7784846203342
"CHE-306372" 0.011240758299034 0.000246119655432 0.00025059075457 8.4252971767117 11.9985563501017
"CHE-379510" 0.009404978081036 0.000244200127898 0.000252183148657 7.02197642307216 10.3972077083992
"CHE-284193" 0.014887508937223 0.000243724104314 0.00024906881537 0 0
"CHE-272047" 0.01495764674137 0.000253330411779 0.00024906881537 9.5385643997409 13.3305670829124
"CHE-323142" 0.012756165065149 0.00024384296513 0.000249859096403 5.32300997913841 9.012133305952
"CHE-357443" 0.012052015818638 0.00024384296513 0.00025059075457 5.43372200355424 9.012133305952
"CHE-99821" 0.009715061186886 0.000245036839156 0.000248947450543 7.55747290161475 11.4058523725785
"CHE-270969" 0.015167201573662 0.000254487529615 0.000249008125726 9.63645741981521 13.4388398823716
"CHE-298589" 0.013348389049245 0.000255508920575 0.000249676507017 9.84219708409302 13.5190836943709
"CHE-64559" 0.01160304134326 0.000246482161169 0.000247555913418 7.98786409608569 12.1368404596955
"CHE-289661" 0.01384220827428 0.000249924114948 0.000249494047724 9.1894231237208 12.9244050002789
"CHE-326786" 0.014655809981814 0.00024384296513 0.000249311718538 5.23110861685459 9.012133305952
"CHE-365753" 0.011456468491919 0.000243961912918 0.000250896226153 6.16751649088834 9.70479268162423
"CHE-186129" 0.011450871796017 0.000244200069748 0.000249372480476 6.62406522779989 10.396963537967
"CHE-102552" 0.010005951858248 0.000248312089191 0.000248765511761 8.76170676846664 12.6315103011378
"CHE-284421" 0.014887725067053 0.00024384296513 0.00024906881537 5.18738580584075 9.012133305952
"CHE-326574" 0.014655391090294 0.000243724104314 0.000249311718538 0 0
"CHE-80406" 0.01145419717303 0.000244319308063 0.000247676612837 6.49375383985169 10.6196185694864
"CHE-102214" 0.010202406594008 0.000248803927584 0.00024864429155 8.8376812155932 12.7305289480658
"CHE-284102" 0.01511244068496 0.000243961912918 0.000249008125726 5.8664680569333 9.70479268162423
"CHE-326499" 0.014873312158262 0.00024384296513 0.000249250971058 5.22035582507832 9.012133305952
"CHE-61994" 0.01214414286391 0.000250674321257 0.000247314688226 8.830689198761 13.0297347988912
"CHE-319839" 0.015255819488919 0.000247947242243 0.00024906881537 8.73729211254422 12.5516674306004
"CHE-270894" 0.015380635097994 0.000254614373434 0.000248947450543 9.63645741981521 13.4461150496162
"CHE-78772" 0.011083820378341 0.000245637950261 0.000247857770486 7.70029520342012 11.777809628746
"CHE-309687" 0.01088314810049 0.000246240746613 0.000250773994187 8.50004703258127 12.0468541459697
"CHE-349046" 0.012447994270645 0.000247456870898 0.000250407644966 8.83680988239836 12.4318447391981
"CHE-122178" 0.009759440033689 0.000243961912918 0.000248947450543 5.85507192220243 9.70479268162423
"CHE-44925" 0.012208551343179 0.00024384296513 0.000247194162457 4.76217393479776 9.012133305952
"CHE-289616" 0.014196620775104 0.000263001588012 0.000249372480476 10.2537570251763 13.9534464863641
"CHE-349343" 0.012299260005517 0.00024721306741 0.000250468667054 8.77909581088053 12.3689480114969
"CHE-380034" 0.009317539097548 0.000243961912918 0.00025224458944 6.33682573114644 9.70479268162423
"CHE-326755" 0.014655809981814 0.00024384296513 0.000249311718538 5.23110861685459 9.012133305952
"CHE-287441" 0.014168376404921 0.000244557959402 0.000249372480476 7.18311170174328 10.9551130499799
"CHE-94678" 0.010995285054507 0.000243961912918 0.000248099516575 5.68017260901707 9.70479268162423
"CHE-349041" 0.012600060205066 0.000274462746868 0.000250346637327 10.836064933973 14.3501413762915
"CHE-352128" 0.012151589749059 0.000245156427372 0.000250529703588 7.90581031265893 11.4916609696655
"CHE-349347" 0.012152165733974 0.000245636773514 0.000250529703588 8.1934002319521 11.777809628746
"CHE-352198" 0.012151589749059 0.000245156427372 0.000250529703588 7.90581031265893 11.4916609696655
"CHE-326452" 0.014873312158262 0.00024384296513 0.000249250971058 5.22035582507832 9.012133305952
"CHE-283715" 0.015343814407924 0.000244080947762 0.000248947450543 6.25958146406492 10.1097697467749
"CHE-123449" 0.009081107886307 0.000243961912918 0.000249433256872 5.9427993751267 9.70479268162423
"CHE-60865" 0.012129348173205 0.000243961912918 0.000247314688226 5.48479693349065 9.70479268162423
"CHE-80945" 0.011587276029705 0.000245396570909 0.000247616255893 7.50714107972761 11.6448305358502
