"index_us0.005" "index_us0.01" "index_us0.05" "index_us0.1" "index_us0.15" "index_us0.2" "index_us0.25" "index_us0.3" "index_us0.35" "index_us0.4" "index_us0.45" "index_us0.5" "index_us0.55" "index_us0.6" "index_us0.65" "index_us0.7" "index_us0.75" "index_us0.8" "index_us0.85" "index_us0.9" "index_us0.95" "index_us0.99" "index_ls0.005" "index_ls0.01" "index_ls0.05" "index_ls0.1" "index_ls0.15" "index_ls0.2" "index_ls0.25" "index_ls0.3" "index_ls0.35" "index_ls0.4" "index_ls0.45" "index_ls0.5" "index_ls0.55" "index_ls0.6" "index_ls0.65" "index_ls0.7" "index_ls0.75" "index_ls0.8" "index_ls0.85" "index_ls0.9" "index_ls0.95" "index_ls0.99" "index_ua0.005" "index_ua0.01" "index_ua0.05" "index_ua0.1" "index_ua0.15" "index_ua0.2" "index_ua0.25" "index_ua0.3" "index_ua0.35" "index_ua0.4" "index_ua0.45" "index_ua0.5" "index_ua0.55" "index_ua0.6" "index_ua0.65" "index_ua0.7" "index_ua0.75" "index_ua0.8" "index_ua0.85" "index_ua0.9" "index_ua0.95" "index_ua0.99" "index_la0.005" "index_la0.01" "index_la0.05" "index_la0.1" "index_la0.15" "index_la0.2" "index_la0.25" "index_la0.3" "index_la0.35" "index_la0.4" "index_la0.45" "index_la0.5" "index_la0.55" "index_la0.6" "index_la0.65" "index_la0.7" "index_la0.75" "index_la0.8" "index_la0.85" "index_la0.9" "index_la0.95" "index_la0.99" "index_dci_s" "index_dci_a"
"PL02S0101_0326" 0.000427799716847465 0.000447002057564417 0.000545383149451938 0.000653435169606182 0.000770870375317163 0.000906119261501717 0.00106617415650378 0.00125913740359043 0.00149551354699553 0.00178966668477339 0.00216201070223711 0.00264263783201724 0.00327765810398311 0.00414084689792134 0.00535642193031603 0.00714739614621675 0.00994947477044991 0.0147137824559391 0.0238239568399842 0.0443092555923159 0.101326004446378 0.24075366268809 0.000354416407897212 0.000366923356579482 0.000468134188637304 0.000614145147202952 0.000785166028945238 0.000985305822586169 0.0012209585505673 0.00150144361676253 0.00184002755151524 0.00225552361132186 0.00277484371379795 0.00343723756297598 0.00430166886740036 0.00546031361946219 0.00706475624010332 0.0093807402356076 0.0129140353466475 0.0187360347373833 0.0294542027570466 0.0526568426825258 0.116176354026525 0.275172617144809 0.000378137892079571 0.000380049297380153 0.0003955661980385 0.000415969031562333 0.000438033458130343 0.000462400708413847 0.000489866643066198 0.000521425319116681 0.000558299919633222 0.000601968609672407 0.00065418769125664 0.000717013064492666 0.000792820507227711 0.000884325068431153 0.000994599761543379 0.00112709368369682 0.00128564965062284 0.00147452141409801 0.00169839051342383 0.00196238280172292 0.00227208468010042 0.00255681495507049 0.000339148084884231 0.000342945012011441 0.000373737587358586 0.0004140752213629 0.000457325736865491 0.000504342329400177 0.000556040572456822 0.000613444462908083 0.000677712236137919 0.000750155222785266 0.000832253588762362 0.000925670441148253 0.00103226497719038 0.00115410502341258 0.00129347915840472 0.00145290853471702 0.00163515847252684 0.00184324987297019 0.00208047048397522 0.00235038604190873 0.00265685130610585 0.00293112092315737 0.309132821769952 0.320021489819712
"PL02S0101_0419" 0.000480094233500811 0.000515678027487953 0.000667939182837651 0.000798860115066386 0.000920506995112044 0.00104687953858772 0.00118581954594778 0.00134425460591564 0.00152984774527555 0.00175201584742818 0.00202290421779139 0.00235855205807275 0.00278044992113918 0.00331777329456216 0.00401076781394407 0.00491611225388199 0.00611570197002818 0.00773139764288025 0.00995046546433055 0.0130720491049747 0.0176069248931462 0.0229061308685593 0.000375103252802232 0.000388488890668488 0.000458753307327057 0.000533212453365902 0.000610794964359914 0.000696583145073662 0.000793932066572446 0.000906269432034388 0.00103782393033135 0.00119425932804354 0.00138346424291228 0.00161667234573501 0.00191014465235345 0.00228779362680548 0.00278540512123835 0.00345760178598149 0.0043895390642116 0.00571682333141534 0.00766005078754823 0.0105876854502533 0.0151494354300458 0.0208237330077141 0.000386696062236659 0.000393426930079016 0.000433953230793872 0.000478531074563798 0.000523171628340682 0.000569653527850059 0.000618812665327428 0.000671184203160525 0.000727171170314803 0.000787107572946292 0.000851287409053224 0.000919980251217836 0.000993441063388986 0.00107191789214356 0.00115566003633154 0.00124493006632772 0.0013400265870646 0.00144133547691431 0.00154946143344318 0.00166560467406483 0.00179273365980161 0.0019076886029838 0.000357235695464759 0.000364102483903322 0.000404315669368021 0.000447505083571469 0.000490397091239632 0.000534956445450551 0.000582073447561363 0.000632290215959307 0.000685994407367252 0.000743492544495685 0.000805043968674834 0.00087087909948177 0.000941210830096012 0.00101624320586725 0.00109618022152092 0.0011812382315787 0.00127166911744635 0.00136781311736459 0.00147023806556697 0.00158014743129819 0.00170066280354947 0.00181044904286292 0.0245875347209033 0.10401449585598
"PL02S0101_0420" 0.000376686608136265 0.000377476645809081 0.000389680916799116 0.000415264607255556 0.000450514852016964 0.000495286507002357 0.000550477226278956 0.000618231744073489 0.000702626712123873 0.000810957479868386 0.000956003591860435 0.00115998917973929 0.00146159129466747 0.00192867453856107 0.00268243669447641 0.00394621710744574 0.00615389411902894 0.0102250038821 0.0183971639075113 0.0373254153929597 0.0924208840852799 0.23615215927098 0.0012856871019326 0.0012860111176484 0.00129197239362234 0.001307066891525 0.00133105034669891 0.0013650406777221 0.00141085455397663 0.0014713978549783 0.00155137760421212 0.00165850351591119 0.00180552050001482 0.0020137053052177 0.00231904207541209 0.00278354540946853 0.00351713926947778 0.00472316432068213 0.0068034360385003 0.0106385184082932 0.0184882588569448 0.037568400810309 0.0976077391548722 0.266443012466218 0.000376531660072555 0.000377006784504099 0.000383147084552824 0.000394358698632634 0.000408769069949591 0.000426505950029269 0.000448127967237505 0.000474585411571818 0.000507287454942269 0.000548235728280256 0.000600241027591714 0.000667274272667854 0.000755056604471438 0.000872103424486062 0.00103168296931682 0.00125573960889661 0.00158336426293567 0.00209074812518051 0.00294300379836553 0.00454235327011731 0.00798624087301603 0.0141094320577695 0.00128564827449517 0.00128587007079002 0.00128908129429057 0.00129633574385392 0.00130775746296452 0.00132423491159316 0.00134681553273256 0.0013767543049208 0.00141561253581166 0.0014654083687916 0.00152884724575868 0.00160968766935526 0.0017133477437411 0.0018479635274407 0.00202635077884332 0.00226991743981472 0.00261718688656314 0.00314434216890778 0.00402016092934758 0.005666784413889 0.00926110365595439 0.0157466167372376 0.309132821769952 0.320021489819712
"PL02S0101_0450" 0.000376232044780404 0.000376266947113238 0.000378087853207857 0.000386385294788353 0.000404682086639371 0.000436733826855426 0.000486781154353923 0.000559744383845294 0.000661438194874123 0.000798845938078196 0.000980485526313207 0.00121690192624084 0.00152132786470034 0.00191056298591936 0.00240613194203108 0.00303579370029472 0.0038354877900699 0.00485181857780485 0.00614519699438578 0.00779378647433413 0.00989848798563918 0.0119971359154547 0.00208079915418683 0.00208081464033645 0.00208166083747 0.00208573737573174 0.00209513053460193 0.00211215310245986 0.00213949816482882 0.00218040051692488 0.00223885098290875 0.00231990452682412 0.00243012919734033 0.00257825497830809 0.00277609691886334 0.00303984501897358 0.00339183421531712 0.00386293155167971 0.00449570441939964 0.00534856398196722 0.00650111268179243 0.0080609707021779 0.0101724749372446 0.0123864195567213 0.000376230744232408 0.000376258955334597 0.000377513429231887 0.000382577699653732 0.000392841275089998 0.000409723768675239 0.0004347573490149 0.000469627883583945 0.000516199673062446 0.00057653440075465 0.000652907659767776 0.000747824425667396 0.000864034126470737 0.00100454566085911 0.00117264257642911 0.00137189855449466 0.00160619332486902 0.00187972915383573 0.00219704817503104 0.00256305142308081 0.0029830235534036 0.00336168544745789 0.0020807985608493 0.00208081082549934 0.00208135067715093 0.00208356094573214 0.00208814001586324 0.00209584950622661 0.00210755185812523 0.00212423555737438 0.00214703405770119 0.00217724228817159 0.00221633203174753 0.00226596673460024 0.00232801603695336 0.00240457019914625 0.00249795454080578 0.00261074398526674 0.00274577779682031 0.00290617462568592 0.00309534810536274 0.00331702385880216 0.00357526209702117 0.00381114965729364 0.012589929361147 0.0365061326406315
"PL02S0101_0490" 0.000525675445862698 0.000582366800184341 0.0008431125257286 0.00107467276410034 0.0012822822768905 0.00148381480099132 0.00168707557391361 0.00189725264749344 0.00211899958846508 0.00235754088611198 0.00261972843588171 0.00291550810078772 0.00326031881963959 0.00367935478598845 0.00421573124803321 0.00494782354195427 0.00603202277692136 0.00783224145886712 0.0114240621240435 0.0211385009920843 0.0609312161113396 0.213998031570314 0.000386716089241307 0.00041104130408492 0.000539460815997188 0.000671442955123444 0.00080399756563975 0.000946155367256501 0.00110333298664726 0.00128058771027968 0.00148386960127332 0.00172103482661657 0.00200310435319347 0.00234616320983404 0.00277451993190413 0.00332634688364608 0.00406451082117153 0.0050993755505691 0.00664333171864781 0.00916700105070681 0.0139690288939509 0.0259319753072377 0.0714156443487305 0.245231056715865 0.000396290876696733 0.00040734312094108 0.00046575209959259 0.00052111271258762 0.000571074808023003 0.000619498821663471 0.000668403645982334 0.000719327994757367 0.000773722320808209 0.000833138524812287 0.000899376236451824 0.000974642457201973 0.00106175790567953 0.00116443899236659 0.00128768614212981 0.00143831361664598 0.00162566189101745 0.00186254057355177 0.00216645764883475 0.00256119939724904 0.00307883466732808 0.00360979186240819 0.000350856576762648 0.00035819188064572 0.000395277689107748 0.000431662697675385 0.000468222813235097 0.000508281688687291 0.000553744123978044 0.000606205794049204 0.000667335033533934 0.000739122021276366 0.000824124809395414 0.000925762523628453 0.00104868735732175 0.0011992630178402 0.00138617814364705 0.00162122611781899 0.00192028674020449 0.00230455004385374 0.00280202801469767 0.00344940604019523 0.00429429255051358 0.00515302631125499 0.309132821769952 0.320021489819712
"PL02S0101_0491" 0.000377250107982237 0.000378890369712929 0.000402483318313429 0.000451382715617437 0.00052101876601559 0.000613617231044973 0.000732856961110391 0.000883744175875264 0.00107290433704774 0.00130916814487924 0.00160453116209545 0.00197569762547591 0.00244663704377896 0.00305307330171837 0.00385109912443027 0.00493584803400346 0.00648886522656209 0.00892414239203954 0.0134504852208035 0.0247833730078659 0.067414940890643 0.218732613319746 0.00136754656798988 0.00136794127933529 0.00137609591852539 0.00139967676771268 0.00144225421400247 0.0015096327985832 0.00160887113429799 0.00174854075510394 0.00193921131078835 0.00219421990443109 0.00253088973385399 0.00297251244320547 0.00355170390945762 0.00431639978051258 0.00534137254783708 0.00675262527058658 0.00878640162363754 0.0119600557809934 0.0176928376192509 0.0312130447892714 0.0793491428391314 0.250715799573662 0.000376715763567052 0.000377454679114356 0.000387048326499803 0.000404777012077932 0.00042743029932417 0.000454590844581203 0.000486207964055018 0.000522452620862534 0.000563702582411931 0.000610575334375226 0.000663990165117809 0.000725254548649359 0.000796174091743168 0.000879186830248322 0.000977523293951191 0.00109539404800878 0.00123820655767249 0.00141281329128582 0.00162779300966625 0.00189376720476053 0.00222375365534365 0.0025443491798049 0.00136741844785294 0.00136757296230615 0.00137065950740298 0.00137843603534167 0.00139052890210681 0.0014073407459181 0.00142956863635335 0.00145822542433704 0.00149470259740933 0.00154085118407439 0.00159907602622775 0.00167244291125068 0.00176479932722388 0.00188091007043473 0.00202660912651048 0.00220896933237284 0.00243649136653147 0.0027193136345785 0.00306944462589378 0.0035010193215656 0.00403058123486161 0.00453762535816934 0.309132821769952 0.320021489819712
"PL02S0101_0493" 0.000376387456778405 0.000376780896938415 0.000386485027428166 0.000414607472997 0.000462426173649077 0.00053348416549802 0.000632694554600654 0.000766700085807824 0.000944554850421627 0.00117880206900613 0.00148713843472496 0.00189501748202717 0.0024398701963481 0.00317835876714122 0.00419992845595627 0.00565517512292706 0.00782482228073367 0.0113208713743945 0.0177973571377915 0.0329684666200813 0.0820854666119588 0.228836987842865 0.00175141694786131 0.00175155413247674 0.00175635755887374 0.00177418901703485 0.00180951613818037 0.00186776547785122 0.00195579044465178 0.0020826633164163 0.00226077664528255 0.00250743541216477 0.00284721339073522 0.00331553776015153 0.00396435656565985 0.00487160094097892 0.00615823114395117 0.00802237792381336 0.0108184147650426 0.0152772004211118 0.0232600912497723 0.0409528064252642 0.0959168783806523 0.262113095822736 0.000376286846434309 0.000376432279566114 0.000379626547619432 0.000387770405709176 0.000399984950343762 0.000416007336186152 0.000435680255434136 0.000458895286869521 0.000485571676400818 0.000515646205262879 0.000549067624730342 0.00058579330015582 0.000625787046526982 0.000669017659485286 0.000715457877563069 0.000765083624906954 0.000817873443685919 0.000873808058991108 0.00093287003883891 0.00099504352405306 0.00106031401054118 0.00111475124939742 0.00175138360219389 0.00175142271899361 0.0017525269840441 0.00175582878887771 0.00176124925570708 0.00176878936486939 0.00177845392708943 0.00179024871277944 0.0018041796536479 0.00182025256994177 0.00183847307297606 0.00185884653501326 0.0018813780869376 0.00190607262755354 0.00193293483742265 0.00196196919401202 0.00199317998667401 0.00202657133080283 0.00206214718091363 0.00209991134258509 0.00213986748329967 0.00217341300320402 0.309132821769952 0.320021489819712
"PL02S0101_0494" 0.000378011260890793 0.000380437609562214 0.000409974004688634 0.000464934651571144 0.000538216092508438 0.000630863333807028 0.000745214663169587 0.000884850549966342 0.00105499114163142 0.00126323508531392 0.0015207314472538 0.00184400755829419 0.00225789554592114 0.00280049707688478 0.00353241477816297 0.0045562635771225 0.00606532736992222 0.00849203498251266 0.0130761591871118 0.0245901860948689 0.0675971721719504 0.219007598783359 0.00121430020734899 0.00121513629970112 0.0012297403370337 0.00126443347950376 0.00131790030492681 0.00139303903039591 0.00149426704747831 0.00162765663347924 0.00180146319496184 0.00202703868994537 0.00232029399670844 0.00270404038585203 0.00321184386370762 0.00389469071925913 0.00483339245080216 0.00616416878522571 0.00813935068911399 0.0113010689249668 0.0171079851418501 0.0308556607115115 0.0794570091175787 0.251002011798317 0.00037634480314955 0.000376573695254939 0.000380406003099598 0.000388750968671611 0.000400462549988058 0.000415451420018165 0.00043383544557634 0.000455891495816083 0.000482072943184599 0.000513055629974167 0.00054980428733376 0.000593657730524157 0.000646433042985837 0.000710549630860279 0.000789174289380844 0.000886388525338068 0.00100737941663381 0.00115865529730722 0.00134828755023772 0.00158617977734973 0.00188436560210352 0.0021759722413173 0.00121397796018991 0.00121424376702638 0.00121878561209441 0.00122901844670797 0.00124392826615373 0.00126378552622018 0.00128922689612804 0.0013212368449496 0.00136119166205401 0.00141092552184622 0.00147280997976649 0.00154984499832224 0.0016457615461641 0.00176513648078914 0.00191352067588582 0.00209758144958559 0.00232526038220573 0.00260594761749486 0.00295067373511602 0.0033723202708815 0.0038858499482062 0.00437436651498102 0.309132821769952 0.320021489819712
"PL02S0101_0495" 0.00037622751104617 0.000376246241608336 0.000377211642571675 0.000381401875018185 0.00039032410104845 0.000405758265308899 0.000430103217915537 0.000466788845042019 0.000520856525365364 0.000599808799070841 0.000714875725816778 0.000882944721915167 0.0011296061408306 0.00149423409842515 0.00203921854422583 0.00286896035140468 0.0041761474700612 0.00638134826471337 0.0106704988719889 0.0216358813400995 0.063611032339988 0.216440371192445 0.00245302125809304 0.00245302358866456 0.00245327014252423 0.00245507012734003 0.00246051366447094 0.00247249048638166 0.00249490611513219 0.00253306449111109 0.00259427658900722 0.00268879938033709 0.00283128514468115 0.0030430635756511 0.00335586835058404 0.00381825844806133 0.00450754175141093 0.005554293215852 0.00720029127393541 0.0099637970474179 0.0152386940223903 0.0281377947754586 0.0753481828082832 0.248191293395023 0.0003762251968983 0.00037623507748325 0.000376764977516966 0.000379082099264068 0.000383912606029253 0.000391911486685867 0.000403741908074759 0.000420123386138422 0.000441882008597442 0.000470015304850582 0.000505780112481706 0.000550811211026443 0.000607278819469949 0.000678093670789407 0.000767169102115275 0.000879750367794977 0.00102282216874017 0.00120560618357222 0.00144016118003645 0.0017420990764786 0.00213143111172321 0.00252268085531482 0.00245302119004751 0.00245302311825929 0.00245318694123119 0.00245413166102085 0.0024565026762321 0.00246102811331824 0.0024685901947307 0.00248030527566452 0.00249762479604103 0.00252246229429572 0.0025573506922633 0.00260563427313824 0.00267170026991588 0.00276125556588483 0.00288165462465414 0.00304228539513832 0.00325502056930435 0.00353474220418765 0.00389994835338746 0.00437345098639975 0.00498317510652853 0.00559161939866526 0.309132821769952 0.320021489819712
"PL02S0101_0566" 0.000381340131909395 0.000385975632981817 0.000425845128428912 0.000488361715459723 0.00056883599590634 0.000671516833324516 0.000801620598776702 0.000965691103220215 0.00117199710075332 0.0014310258173292 0.00175610631037358 0.00216420407067505 0.00267695081078513 0.00332202394070567 0.00413510877030366 0.00516297904327782 0.00646910697301891 0.00814622998527742 0.0103531401359016 0.0134611732235904 0.0188423292325205 0.0292842961450073 0.000511712819802214 0.00051599218178482 0.000549792077644636 0.000600971475054452 0.000668073578170688 0.000756393918561079 0.000871831742659139 0.00102145799622268 0.00121399122082206 0.00146032597100654 0.00177416913721721 0.00217283487725446 0.00267826898690684 0.0033184235840847 0.00412921817734753 0.00515761146072976 0.00646714689397245 0.0081503426371099 0.0103659995695955 0.0134980251723188 0.0190809052103968 0.0307438322218037 0.000380817260019842 0.00038486896982738 0.000416662461211389 0.000459289051107943 0.000505958709144296 0.000556768033814939 0.000611736591139988 0.000670885215069407 0.000734253474823026 0.000801908967407432 0.00087395819696824 0.000950563702796637 0.00103197319073185 0.00111857126727801 0.00121097622028983 0.00131023424218466 0.00141824631019673 0.00153881719461922 0.00168058925738839 0.00186645390286915 0.00216775842940891 0.00264819366086802 0.000511324858623353 0.000515188584550032 0.000542714247226021 0.000576265167306988 0.000610859388155891 0.000646960954253194 0.000684751252982221 0.00072433659317738 0.000765806015896371 0.000809257614390736 0.000854818029559273 0.000902664540130707 0.00095305736416476 0.001006393660159 0.00106330623003566 0.0011248597805985 0.0011929810323074 0.00127152071543486 0.00136927140207873 0.00150988054741051 0.00176861352862966 0.00222798764466326 0.0343433284412413 0.178497183773663
