"LCBD_repl" "LCBD_rich" "LCBD_D"
"8123" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8582" 0.00893759420399571 0.00356247696049243 0.00445584428412111
"8384" 0.00063381423356465 0.00246023194819337 0.00215220927703296
"8379" 0.00063381423356465 0.00246023194819337 0.00215220927703296
"8473" 0.00517141398023312 0.0044134799115082 0.0045893186836511
"7780" 0.000894283909579913 0.00667253074599444 0.00521365483039634
"8045" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8666" 0.00063381423356465 0.00246023194819337 0.00215220927703296
"7982" 0.0176167293597395 0.00258594052480568 0.00540812440789603
"8679" 0.00490039708342795 0.00513720908262252 0.00493304622220224
"7962" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"8650" 0.0163510999326913 0.0030780340391356 0.00524992060420074
"8231" 0.00063381423356465 0.00246023194819337 0.00215220927703296
"8232" 0.00355560670128775 0.00326012753160211 0.00338449007798676
"8240" 0.00063381423356465 0.00246023194819337 0.00215220927703296
"7748" 0.00063381423356465 0.00246023194819337 0.00215220927703296
"7811" 0.0170390257644447 0.00313375469509975 0.00526131383277866
"8218" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8526" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8479" 0.00284741296199812 0.00544337860109353 0.00483817827076327
"8003" 0.00583851797434932 0.00437261822320646 0.00470394343210811
"8442" 0.00612965417775626 0.00320489726304144 0.00385670588690769
"7923" 0.00116964346586357 0.00641020115621272 0.00521107046325997
"7865" 0.0187437437428289 0.00295474555402164 0.00561581619117449
"8583" 0.00913011648283241 0.00396926121014955 0.00464507293299234
"8042" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"7745" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8022" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"7622" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"8527" 0.00417644661907471 0.00374840789288786 0.00396249176491909
"8481" 0.00355560670128775 0.00326012753160211 0.00338449007798676
"8216" 0.00402075867379341 0.00376658119208633 0.00393017829152412
"8669" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"8376" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"8665" 0.00612965417775626 0.00320489726304144 0.00385670588690769
"8680" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"7903" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"8694" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8677" 0.00063381423356465 0.00246023194819338 0.00215220927703296
"7905" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8380" 0.00417644661907471 0.00374840789288786 0.00396249176491909
"7866" 0.00893759420399572 0.00356247696049247 0.00445584428412111
"7867" 0.00961623437771805 0.00309628767483482 0.00443183797306543
"8026" 0.00544548801575355 0.00369264509250189 0.00414548029704357
"8063" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8447" 0.0160285471551491 0.00383006450134539 0.00539807880091019
"7961" 0.00355560670128775 0.00326012753160211 0.00338449007798676
"7658" 0.00344327836391354 0.00330819207354824 0.00351381400881394
"8338" 0.00327876705895454 0.00422092488868478 0.00410435929071916
"8670" 0.000633814233564649 0.00246023194819338 0.00215220927703296
"8027" 0.000633814233564649 0.00246023194819338 0.00215220927703296
"7992" 0.016040685159197 0.00260711499234801 0.00562410802565067
"7993" 0.016040685159197 0.00260711499234801 0.00562410802565067
"8377" 0.000633814233564649 0.00246023194819338 0.00215220927703296
"8293" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8294" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"9696" 0.00369730618528016 0.00331232133856344 0.00359799816911069
"7660" 0.000388314155874056 0.00671995694584573 0.00525220352524657
"7963" 0.000633814233564649 0.00246023194819338 0.00215220927703296
"7964" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8446" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8146" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8147" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8430" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"7778" 0.00822556619861158 0.00239501547451761 0.00413123556830245
"8374" 0.000633814233564649 0.00246023194819338 0.00215220927703296
"8672" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"8040" 0.000633814233564649 0.00246023194819338 0.00215220927703296
"7753" 0.0013197025325826 0.00318031928857891 0.00240884926561782
"7869" 0.0160406851591971 0.00260711499234801 0.00562410802565067
"8514" 0.0054898685848546 0.00372468704318101 0.00412316577329902
"8556" 0.00703217764263251 0.00364725910221177 0.00436499915704064
