"dbMEM.1" "dbMEM.2" "dbMEM.3" "dbMEM.4" "dbMEM.5" "dbMEM.6" "dbMEM.7" "dbMEM.8" "dbMEM.9" "dbMEM.10" "dbMEM.11" "dbMEM.12" "dbMEM.13" "dbMEM.14" "dbMEM.15" "dbMEM.16" "dbMEM.17" "dbMEM.18" "dbMEM.19" "dbMEM.20" "dbMEM.21" "dbMEM.22" "dbMEM.23" "dbMEM.24" "dbMEM.25" "dbMEM.26" "dbMEM.27" "dbMEM.28" "dbMEM.29" "dbMEM.30" "dbMEM.31" "dbMEM.32" "dbMEM.33" "dbMEM.34"
"PL02S0401_0664" -0.758748464173893 0.316767916258674 0.362051328285978 -2.10797949325228 1.17457616161051 0.218891563849945 -0.346849463695137 0.437818332244291 1.51268853696482 0.669312080755207 -0.818110250546805 1.05303738944638 -3.26913634501913 0.553373655083288 0.229758818297423 0.0540926682704409 0.650997345516612 2.08288359517243 -0.655963283273444 0.355909712074114 -0.955135890174914 -0.401972699767166 1.36416356008361 -0.749606580367408 2.11576682365098 0.233905146061459 -1.02344611938196 -1.28139072637004 1.27584057124718 0.198203290885744 2.31121209973467 0.483167670788144 1.00387082595957 -1.843706464984
"PL02S0401_0665" -0.778362088596193 0.330727509947431 0.381936715089765 -2.2032606222963 1.32168084393357 0.441629260700922 -0.0806731840798533 -0.0423563626601621 1.56490749396234 -0.251399313395402 -0.503453324894992 0.869701294355725 -2.20564331757603 0.899535054332418 0.150469103442024 0.0309276580453289 0.000516279426566472 0.901864847653983 0.02072451093031 -0.328650237583275 -0.684914851737088 -0.0666498269229445 0.231728346053195 1.1326439614893 1.33551838361667 0.677884677737671 -1.00514299052042 0.638344743895865 0.117813659719278 0.545178761564584 0.475306817149561 -1.83279796618407 -1.4779019265827 0.28256674638031
"PL02S0401_0666" -0.778254153105811 0.330890464606823 0.38196656378874 -2.2033799217347 1.32331029454221 0.444478361324302 -0.0777542785337758 -0.044995503516061 1.56302552545124 -0.254546312973493 -0.503348051386812 0.868306247777888 -2.20059772414988 0.898236222333995 0.150132893750247 0.0302618953052506 0.000227720887041942 0.900434122575496 0.0185806617560759 -0.32761819549407 -0.685152120277615 -0.069464834319747 0.235312771393028 1.13275389417391 1.33763034867617 0.680731588689282 -1.00656769474553 0.638041824380149 0.117929861046458 0.551023032925574 0.473031209507113 -1.83597591765398 -1.47848994538794 0.282141403139071
"PL02S0401_0669" -1.02242044574308 0.0498497365189423 0.626401743151554 -1.53704996449019 -1.35016174244973 -1.76396346522908 -0.805864077358133 0.5033504989273 1.16452683538351 -0.230243980711717 -0.0803639230700413 0.282780696537867 -0.863744525471355 -0.690452407053513 -1.70864089200244 0.495807402272405 0.0391967625547455 -1.16425125335371 0.657965956626352 -0.872816191643816 -2.27008180349237 -0.0376257309016473 1.85474578322738 2.01127257421015 -2.26450306059294 0.433525139598258 -1.48046782015637 -0.591395972437729 1.86087696896281 -1.33037593972905 -2.1687127423237 -1.04452125949448 -1.47584197704431 -0.76258712899275
"PL02S0401_0677" -1.06778447714582 0.101904692775983 0.548522283708546 -1.74664021973688 -1.07856872927831 -1.65269197793086 -0.890082250976012 0.6297374112841 1.51468853303448 -0.104448773303053 0.0937810727605977 -0.19208260996362 -0.618353927789431 -0.138465606414569 -0.927853022953511 -0.142124177849971 1.63892865959176 -1.94082047060243 1.17629281281799 -1.7679572682128 -0.874302048647597 -0.313462087090203 0.0299672762444218 1.66375689727181 1.70755280450992 0.479830095917683 0.49316301220515 2.29046753379173 -1.26767471759248 -0.109341372893746 -0.0267801265112337 0.0926149507490012 1.19199695323206 0.67668086105612
"PL02S0401_0678" -1.07265791087746 0.0851112218391236 0.420937000111911 -1.64661018997027 -1.08256633764047 -1.76231683946617 -1.09668329428146 0.413000655757823 1.50944397960789 -0.893301865177992 -0.124829423500383 -0.0445744262900456 -0.574585426503712 0.618136060292092 0.241439242193828 0.196715448146531 2.22552994165422 -0.930994604259999 1.02178404232594 0.266147231292261 -0.417443264231106 1.24109829047983 -2.04249636262014 -2.29960369340632 0.186437534647525 0.972002761762688 0.721163680271839 -1.89489352642957 -0.561927556778752 1.49013036142957 -0.373796465084565 0.450639618625761 -2.93771432748709 0.688886460509496
"PL02S0401_0682" -0.969472116823181 0.24313367628893 0.164083042693212 -2.06934999226427 0.414955067595593 -0.847424252158566 -1.47680837511924 0.763627254390893 0.738577828953514 2.3484973947445 0.36459668029681 1.72615690194142 1.37788341387326 -0.315084350865538 0.000632076520497936 -0.18491709307393 -0.528569812466948 0.555816589812463 -0.936656686766335 0.48050145109496 0.835845139562339 -1.07736915424336 1.74825775837097 -2.05266600635543 -1.46464220302305 0.0930744580941451 1.25526708879676 1.81486439850365 0.515132898812914 -0.651554802621995 1.90160628142195 -1.21043998618137 -0.527530528206475 -1.00592699022416
"PL02S0401_0692" -0.96227086173707 0.218297744225138 0.188763077446893 -1.95709682198673 0.148498105774564 -1.10277532828538 -1.57112420488467 1.03771734767036 0.803124895055128 2.4308998008883 0.530589141439268 1.40003389022017 1.41478103710124 -0.375507586523271 1.16364695244238 -0.402432842127309 -1.81392472867547 0.49821641970385 0.900118643872577 -1.02401555544031 1.19273763082875 0.118306538067926 -1.60470332541856 -0.793994933360419 0.319959630560036 -0.206532556778764 -1.62897126340923 2.30976666494648 1.53469103917942 -0.0707031271199029 2.17130614564278 1.38705162210532 -0.901587933239308 -0.496951568308051
"PL02S0401_0693" -1.05736010487693 0.0789121611977082 0.53764444143758 -1.67495453959227 -1.15487210660328 -1.73105197114846 -0.947614695410488 0.394381447698863 1.4971745620225 -0.569744787194206 -0.0928061333503768 0.225729590507966 -0.41015573896502 -0.101423237935903 -0.818265664512336 0.387634051606384 2.19884349757656 -1.04184370871523 1.60735824584277 -0.768528209377494 -1.51913147635278 0.669453605827345 -0.400579895604351 0.703791163528822 -0.0895222168968536 -0.656548694730448 -0.303219312535303 1.28658937495742 -0.305720007151732 -0.775098289437344 0.245830567984446 -0.517714859568218 1.75618442995178 0.757663461918641
"PL02S0401_1626" -0.980339791620174 0.189892964076411 0.274900104570495 -1.91424470542918 -0.133753847007584 -1.26535598467381 -1.45107824987271 0.95711918976414 0.943033214382226 1.9074697354604 0.408195502374435 1.59339890641818 0.881427356411541 -0.838242238573951 2.06000028765176 0.00376586992140604 -2.61534438221479 0.431218070295298 2.1409092219951 -1.73381547351553 1.06173526382227 0.788400505782979 -2.72789899640332 1.20801263731137 2.47173201933597 -1.55664039022287 -1.09137103643607 -2.45140488170242 0.447588968417645 0.326677027190846 -1.04986353897269 -0.726367640048747 0.612588398810394 0.409534871278957
