"Abramis_br" "Alburnoide" "Alburnus_a" "Aspius_asp" "Barbatula" "Barbus_bar" "Blicca_bjo" "Carassiu_1" "Carassiu_2" "Chondrosto" "Cobitis_el" "Cottus_gob" "Cyprinus_c" "Esox_luciu" "Eudontomyz" "Gobio_gobi" "Gymnocep_1" "Hucho_huch" "Lampetra_p" "Leucaspius" "Leuciscus" "Leuciscu_1" "Lota_lota" "Perca_fluv" "Phoxinus_p" "Proterorhi" "Rhodeus_am" "Romanogo_2" "Rutilus_pi" "Rutilus_ru" "Sabanejewi" "Salmo_trut" "Salmo_tr_1" "Sander_luc" "Scardinius" "Silurus_gl" "Squalius_c" "Telestes_s" "Thymallus" "Tinca_tinc" "Vimba_vimb" "Zingel_str" "Zingel_zin"
"8457" 0 0 0 0 0 0 0 0 0 0 0 1166.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2250 0 0 0 0 0 0 0 0 0 0 0
"8382" 0 0 0 0 0 0 0 0 0 0 0 148.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75.8 0 3970.9 0 0 0 0 170.5 0 0 0 0 0 0
"8383" 0 0 0 0 0 0 0 0 0 0 0 2730.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1208.8 0 0 0 0 0 0 0 0 0 0 0
"8083" 0 0 0 0 0 0 0 0 0 0 0 1356.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 217.4 0 0 0 0 0 0 0 0 0 0 0
"8543" 0 0 0 0 0 0 0 0 0 0 0 901.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 500 0 0 0 0 0 0 0 0 0 0 0
"8702" 0 0 0 0 0 0 0 0 0 0 0 6375.6 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 1878.3 0 0 0 0 0 0 0 0 0 0 0
"7924" 0 0 0 0 48.1 0 0 0 0 0 72.1 1754.8 0 6.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62.8 0 0 0 0 53.4 0 12.8 0 0 0 0
"7663" 0 289.3 0 0 303 0 0 0 0 0 0 4421.5 0 0 0 0 0 0 0 0 0 0 0 0 1666.7 0 0 0 0 0 0 268.8 0 0 0 0 218.7 0 0 0 0 0 0
"8471" 0 0 0 0 0 0 0 0 0 0 4670.3 0 0 0 0 2844.4 0 0 0 0 33.3 0 0 100 0 125 66.7 0 0 0 0 0 0 0 0 0 5761.9 0 0 33.3 0 0 0
"8695" 0 5217.8 0 0 1532.2 554 0 0 0 0 0 1961.4 0 0 0 219.5 0 0 0 0 0 381.2 0 314.6 0 0 0 0 0 0 0 59.5 0 19 0 0 668 0 0 0 0 0 0
"8693" 0 6156.3 0 0 20463.6 0 0 0 0 0 0 3545.7 0 0 0 289.3 0 0 0 0 0 457.1 0 0 20006.6 0 0 0 0 0 0 50 0 0 0 0 1314.9 0 0 0 0 0 0
"8508" 0 0 0 0 0 0 0 0 0 0 0 806.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 405 0 0 0 0 0 0 91.8 0 0 0 0
"8507" 0 0 0 0 0 0 0 0 0 0 0 878.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 465.8 0 0 0 0 0 0 29.8 0 0 0 0
"7907" 0 0 0 0 0 0 0 0 0 0 0 191.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 360 0 0 0 0 0 0 0 0 0 0 0
"8540" 0 0 0 0 0 0 0 0 0 0 0 1751 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1669.6 0 0 0 0 0 0 0 0 0 0 0
"8656" 0 0 0 0 501.4 0 0 0 0 0 0 848.1 0 0 0 0 0 0 1024 0 0 0 0 0 0 0 0 0 0 0 0 1657.7 0 0 0 0 25 0 0 0 0 0 0
"8099" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 811.1 0 0 0 0 0 0 0 0 0 0 0
"8254" 0 0 0 0 0 0 0 0 0 0 0 2666.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3717.4 0 0 0 0 0 0 0 0 0 0 0
"7776" 0 0 0 0 0 0 0 0 0 0 0 269.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 225.3 4.4 0 0 0 0 0 6.6 0 0 0 0
"7936" 0 0 0 0 694 0 0 0 0 0 0 484 3.3 0 0 0 0 0 0 0 0 0 0 0 393.7 0 0 0 0 0 0 105.3 0.9 0 0 0 7.1 0 2000.7 0 0 0 0
"7965" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2306.2 0 0 0 0 0 0 0 0 0 0 0
"7858" 0 4798.5 10.2 0 617.3 1724.2 0 0 0 1200.1 30.6 51 0 0 0 562.4 0 0 0 0 0 618.6 46.6 45.9 0 0 95.7 31.9 0 5.1 5.1 5.1 0 0 0 0 1764.2 0 0 0 0 15.3 0
"8565" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3025 0 0 0 0 0 0 0 0 0 0 0
"8700" 0 0 0 0 0 0 0 0 0 0 0 486 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 635.3 0 0 0 0 0 0 0 0 0 0 0
"8222" 0 0 1111.1 0 450 0 0 0 0 0 0 0 0 0 0 1617.3 0 0 0 0 0 0 0 62.5 0 0 0 0 0 0 0 0 0 0 0 0 2767 0 0 0 0 0 0
"8684" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2629.8 0 0 0 0 0 0 0 0 0 0 0
"8317" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 490 0 0 0 0 0 0 0 0 0 0 0
"8056" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 222.2 0 0 0 0 0 0 0 0 0 0 0
"8057" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 668.5 0 0 0 0 0 0 0 0 0 0 0
"8564" 0 0 0 0 0 0 0 0 0 0 0 1406.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3673.5 0 0 0 0 0 0 0 0 0 0 0
"8391" 0 0 0 0 233.5 0 0 0 0 0 0 0 0 0 0 1994.6 0 0 0 0 0 0 0 0 1428.1 0 0 0 0 0 0 791.9 0 0 0 0 1315.3 0 0 0 0 0 0
"8435" 0 0 0 0 3777.8 20.2 0 0 0 12.6 0 858.6 0 0 0 0 0 0 0 0 0 0 0 0 1414.4 0 0 0 0 0 0 853.5 0 0 0 0 6950 0 0 0 0 0 0
"8436" 0 260 20 0 10825 393.8 0 0 0 0 60 875 0 0 0 1955.7 0 0 0 0 0 80 0 0 3967.5 0 60 0 0 0 0 120 0 0 0 0 3076.9 0 0 0 0 0 0
"8255" 0 0 0 0 0 0 0 0 0 432.9 0 1034.1 0 0 0 0 0 0 0 0 0 729.5 0 366.2 0 0 0 0 0 0 0 1465.2 0 0 25 0 277.8 0 0 0 0 0 0
"8655" 0 804.8 0 0 62.5 0 0 0 0 0 0 2382.4 0 0 0 0 0 0 0 0 0 0 0 0 10.4 0 0 0 0 0 0 148.5 0 0 0 0 1354.7 995.9 1000.1 0 0 0 0
"8224" 0 0 31.7 0 3907.2 0 0 63.5 0 0 0 0 0 0 0 2890.3 0 0 0 0 0 0 0 0 95.2 0 0 0 0 31.7 0 0 0 254 0 0 4960.3 0 0 0 0 0 0
"8574" 0 60 0 0 5327 140 0 0 0 175 0 2988.4 0 0 0 587.8 0 0 0 0 0 462.9 0 0 4512.5 0 0 0 0 0 0 90 0 0 0 0 2096.1 0 0 0 0 0 0
"8387" 0 0 0 0 0 0 0 0 0 0 0 550 0 0 0 0 0 0 0 0 0 0 0 0 1416 0 0 0 0 0 0 1313.5 0 0 0 0 0 0 0 0 0 0 0
"8691" 0 0 0 0 253.1 0 0 0 0 0 0 1492.6 0 0 0 0 0 0 0 0 0 0 0 0 306.3 0 0 0 0 0 0 1603.9 0 0 0 0 0 0 0 0 0 0 0
"8388" 0 0 0 0 0 0 0 0 0 0 0 2112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128.6 0 0 0 0 0 0 0 0 0 0 0
"8245" 0 0 0 0 0 0 0 0 0 0 0 643.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1350.7 0 0 0 0 0 0 9.3 0 0 0 0
"8431" 0 0 0 0 0 0 0 0 0 0 0 1675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3611.4 0 0 0 0 0 0 0 0 0 0 0
"8572" 0 0 0 0 0 0 0 0 0 0 0 4600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1126.7 0 0 0 0 0 0 75 0 0 0 0
"8389" 0 5.7 1066.7 0 1988.8 507.1 0 0 0 1060.9 0 0 0 0 0 2643.7 0 0 0 0 0 11.4 0 0 506.1 0 0 0 0 11.4 0 162.2 0 0 0 0 7149.1 0 0 0 0 0 0
"8394" 0 54.5 15.2 0 3000 106.1 0 0 0 101 0 0 0 0 0 1532.6 0 0 0 0 0 0 0 0 1075.8 924.2 0 0 0 0 0 64.6 0 0 0 0 4669 0 0 0 0 0 0
"7910" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 786.7 0 0 0 0 0 0 0 0 0 0 0
"7783" 0 0 1045.3 0 0 281.7 0 0 0 0 66.7 0 0 0 0 4437.6 0 0 0 0 0 0 0 0 0 0 163.3 0 0 537.8 0 33.3 0 0 0 0 1979.2 0 0 0 0 0 0
"7871" 0 81.8 0 0 8068.2 458 0 0 0 0 0 0 0 0 0 14161.7 0 0 0 0 0 113.6 0 0 290.9 0 0 0 0 0 0 516.5 0 0 0 0 13127.3 0 0 0 0 0 0
"8397" 0 0 0 0 2072 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5641.2 0 0 0 0 0 0 417.3 0 0 0 0 0 0 0 0 0 0 0
"7661" 0 0 0 0 34.8 0 0 0 0 0 0 1826.1 0 0 0 0 0 0 0 0 0 0 0 0 643.9 0 0 0 0 0 0 384.5 0 0 0 0 40.6 0 0 0 0 0 0
"8542" 0 0 0 0 0 0 0 0 0 0 0 2151.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3526.7 0 0 0 0 0 0 0 0 0 0 0
"8533" 0 0 0 0 0 0 0 0 0 0 0 2684.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5757.5 0 0 0 0 0 0 0 0 0 0 0
"8510" 0 0 0 0 0 0 0 0 0 0 0 1346.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 338.2 0 0 0 0 0 0 54.7 0 0 0 0
"7872" 0 0 0 0 3298.8 0 0 0 0 0 0 0 0 0 0 3100 0 0 0 0 0 0 0 0 1194.4 0 0 0 0 0 0 640 0 0 0 0 1959.3 0 0 0 0 0 0
"7985" 0 0 0 0 1281.3 0 0 0 0 0 0 1031.3 0 0 0 432.7 0 0 0 0 0 0 0 0 405 0 0 0 0 350 0 100 0 0 0 0 1600 0 0 0 0 0 0
"8701" 0 0 0 0 0 0 0 0 0 0 0 389.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 375 0 0 0 0 0 0 0 0 0 0 0
"7877" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 179 0 0 0 0 0 74.6 0 0 0 0 0 0 0 0 0 0 0 0 0
"8449" 0 0 0 0 0 0 0 0 0 0 0 1872.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 264.6 0 0 0 0 0 0 0 0 0 0 0
"8575" 0 0 0 0 403.3 0 0 0 0 0 0 3307.6 0 0 0 0 0 0 0 0 0 0 0 0 1050 0 0 0 0 0 0 1204.7 0 0 0 0 125 0 0 0 0 0 0
"7908" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1648.1 0 0 0 0 0 0 0 0 0 0 0
"7909" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1190.6 0 0 0 0 0 0 0 0 0 0 0
"7803" 0 0 0 0 0 0 0 0 0 0 0 2083.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1287.2 0 0 0 0 0 0 0 0 0 0 0
"7884" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1081.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 0 0 0 0 0 0
"8381" 0 0 0 0 0 0 0 0 0 0 0 5425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2638 0 0 0 0 0 0 0 0 0 0 0
"7881" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 613.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8696" 0 0 0 0 3835 0 0 0 0 0 0 743.1 0 0 0 0 0 0 0 0 0 0 0 0 1214.3 0 0 0 0 0 0 1234.3 0 0 0 0 416.7 0 293 0 0 0 0
"8220" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 605.5 0 0 0 0 0 0 0 0 0 0 0
"8685" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 588 0 0 0 0 0 0 0 0 0 0 0
"8464" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1401.7 0 0 0 0 0 0 0 0 0 0 0
"8465" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4984.6 0 0 0 0 0 0 0 0 0 0 0
"7859" 0 0 0 0 20 220 0 0 20 0 3259.2 0 0 0 0 8945 0 0 0 0 0 0 20 0 0 0 3068.9 0 0 0 0 0 0 0 0 0 2331.6 0 0 0 0 0 0
"7926" 33.6 7 864.7 315.3 9.7 264.3 0 0 0 24.6 5.3 0 2.3 0 0 0 0 0 0 0 145.1 328.1 0 30 0 15.4 0 0 52.3 39.3 0 0 0 8.1 0 20.8 231.2 0 0 0 0 43.4 8.6
"8524" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1493.3 0 0 0 0 0 0 0 0 0 0 0
"8462" 0 0 0 0 900 0 0 0 0 0 0 0 0 0 0 2342.4 0 0 0 600 0 0 0 0 1671.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8716" 0 0 0 0 0 0 0 0 0 0 0 432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 520 0 0 0 0 0 0 0 0 0 0 0
"8133" 0 0 0 0 0 0 0 0 0 0 0 19.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 337.1 0 0 0 0 0 0 0 0 0 0 0
"8134" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 681.8 0 0 0 0 0 0 0 0 0 0 0
"8234" 0 0 0 0 0 0 0 0 0 0 0 2114 0 0 0 0 0 0 0 0 0 117.6 0 0 0 0 0 0 0 0 0 1466.7 0 0 0 0 132.4 0 73.5 0 0 0 0
"7744" 0 3635.1 15 0 3059.8 2459.3 0 0 0 698 0 158.2 0 0.3 0 258.7 0 0 0 0 0 1815.3 0 0 1510.1 0 0 0 0 0 0 23.9 0 0 0 0 4639.6 0 31.7 0 0 0 0
"8706" 0 0 0 0 0 0 0 0 0 0 0 33457.3 0 0 0 0 0 0 0 0 0 0 0 0 980 0 0 0 0 0 0 400 0 0 0 0 1012.5 0 0 0 0 0 0
"8869" 0 0 0 0 0 0 0 0 0 0 0 5744.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3016.6 0 0 0 0 0 0 0 0 0 0 0
"7889" 0 0 0 0 0 0 0 0 0 0 55.6 0 0 0 0 296.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55.6 0 0 0 0 0 0 0 0 0 0 0
"7810" 0 0 0 0 0 0 0 0 0 0 0 66.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.7 0 0 0 0 0 0 4.7 0 0 0 0
"8586" 0 0 0 0 4132 0 0 0 0 0 0 3021.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 648.5 0 0 0 0 0 0 0 0 0 0 0
"8238" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1796.7 0 0 0 0 0 0 0 0 0 0 0
"8237" 0 0 0 0 269.1 0 0 0 0 0 0 3857.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6109 0 0 0 0 0 0 0 0 0 0 0
"8720" 0 0 0 0 0 0 0 0 0 0 0 3446.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 622.4 0 0 0 0 12.5 0 0 0 0 0 0
"8719" 0 0 0 0 0 0 0 0 0 0 0 83.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2602.9 0 0 0 0 0 0 0 0 0 0 0
"8712" 0 0 0 0 0 0 0 0 0 0 0 1187.5 0 0 0 0 0 0 0 0 0 0 0 0 2450 0 0 0 0 0 0 7530.7 0 0 0 0 50 0 0 0 0 0 0
"8235" 0 0 0 0 0 0 0 0 0 0 0 279.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2275.3 0 0 0 0 0 0 0 0 0 0 0
"8495" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1600.4 0 0 0 0 0 0 0 0 0 0 0
"8236" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1006 0 0 0 0 0 0 0 0 0 0 0
"8705" 0 0 0 0 0 0 0 0 0 0 0 15429.9 0 0 0 0 0 0 0 0 0 0 0 0 375 0 0 0 0 0 0 1507.7 0 0 0 0 300 0 0 0 0 0 0
"7807" 0 0 0 0 6.8 0 0 0 0 0 0 4.4 0 0 0 0 0 0.4 0 0 0 0 0 0 2.9 0 0 0 0 0 0 8.3 0 0 0 0 0 0 51.8 0 0 0 0
"7927" 4.8 0 0.5 1 41.4 12.4 0 0 0 36.4 0 0 6.2 3.3 0 0 0 0.1 0 0 0 3.3 0 0.7 35.5 100.5 0 0 0 4.3 0 0 0 0 0 1 196.9 0 0.1 0 0 0.8 0
"9698" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1676.2 0 0 0 0 0 0 23.2 0 0 0 0
"7765" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1241 0 0 0 0 0 0 200 0 0 0 0
"7888" 0 0 0 0 0 0 0 0 676 0 24000 0 0 0 0 2276.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7915" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 0 0 0 0 0 0 0 0 0 0 0
"7916" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 339.7 0 0 0 0 0 0 0 0 0 0 0
"8135" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37.5 0 0 0 0 0 0 0 0 0 0 0
"8136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106.7 0 0 0 0 0 0 0 0 0 0 0
"8323" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 184.1 0 0 0 0 0 0 0 0 0 0 0
"8124" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 972 0 0 0 0 0 0 0 0 0 0 0
"8463" 0 0 0 0 0 0 0 0 0 0 0 750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 801 0 0 0 0 0 0 0 0 0 0 0
"8242" 0 0 0 0 0 0 0 0 0 0 0 20.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 589.5 0 0 0 0 0 0 28.8 0 0 0 0
"8243" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 405.9 0 0 0 0 0 0 0 0 0 0 0
"8225" 0 0 0 0 0 0 0 0 0 0 0 56.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 469.2 0 0 0 0 0 0 0 0 0 0 0
"7885" 0 0 0 0 0 0 0 0 0 0 208.3 0 0 0 0 1041.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7766" 0 0 0 0 0 0 0 0 0 0 0 4026.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 317.2 0 0 0 0 0 0 0 0 0 0 0
"8584" 0 0 0 0 5546.7 0 0 0 0 0 0 0 0 0 0 2500 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 20 0 0 0 0 0 0 0 0
"8340" 5.3 203 0 0 1525.1 695.6 0 0 0 10.3 0 1745.9 0 0 0 8.3 0 0 0 0 0 0 0 0 7278.2 19.8 0 0 0 0 0 6.6 1.4 0 0 0 3979.9 0 12 0 0 0 0
"7806" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0
"8717" 0 0 0 0 541.7 0 0 0 0 0 0 9625 0 0 0 100 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 2010.3 0 0 0 0 0 0 0 0 0 0 0
"8722" 0 0 0 0 0 0 0 0 0 0 0 1656.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1144 0 0 0 0 0 0 0 0 0 0 0
"8506" 0 0 0 0 0 0 0 0 0 0 0 5111.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1260 0 0 0 0 0 0 0 0 0 0 0
"8709" 0 0 0 0 0 0 0 0 0 0 0 18138.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 700 0 0 0 0 0 0 0 0 0 0 0
"7987" 0 0 0 0 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 20 0 0 0 0 0 0
"7764" 0 0 0 0 284.2 42.3 0 0 0 0 0 319.8 0 0 0 0 0 0 0 0 0 0 0 21.1 0 0 0 0 0 0 0 2255.1 0 0 0 0 3398.4 0 0 0 0 0 0
"8150" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3453.2 0 0 0 0 0 0 0 0 0 0 0
"8228" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 371.5 0 0 0 0 0 0 0 0 0 0 0
"8229" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.8 0 0 0 0 0 0 0 0 0 0 0
"8523" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 303.8 0 0 0 0 0 0 0 0 0 0 0
"7970" 0 0 0 0 0 0 0 0 0 0 0 6.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1429.2 0 0 0 0 0 0 0 0 0 0 0
"7969" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 208.8 0 0 0 0 0 0 0 0 0 0 0
"8721" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125 0 0 0 0 0 0 5632.8 0 0 0 0 0 0 0 0 0 0 0
"7805" 0 0 0 0 0 0 0 0 0 0 0 242.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 591.6 0 0 0 0 0 0 0 0 0 0 0
"7784" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2823.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8707" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 372.1 0 0 0 0 0 0 0 0 0 0 0
"8585" 0 0 0 0 20000 0 0 0 0 0 0 0 50 0 0 37024.8 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0
"7971" 0 0 0 0 0 0 0 0 0 0 0 52.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 285.7 0 0 0 0 0 0 0 0 0 0 0
"8149" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2207.3 0 0 0 0 0 0 0 0 0 0 0
"8714" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2133.3 0 0 0 0 0 0 0 0 0 0 0
"7989" 0 480.9 0 0 4833.3 0 0 0 0 0 850 150 0 0 0 700 0 0 0 0 0 75 0 0 782.3 0 0 0 0 0 0 20 0 0 0 0 623 0 0 0 0 0 0
"7991" 0 0 0 0 2928.6 0 0 0 0 0 107.1 0 0 0 0 238.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 476.2 0 0 0 0 0 0
"8713" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6063.2 0 0 0 0 0 0 0 0 0 0 0
"8079" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1755.6 0 0 0 0 0 0 0 0 0 0 0
"8571" 0 0 0 0 200 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 100 125 0 0 0 0 100 0 2005.6 0 0 0 0 0 0 0 0 0 0 0
"8291" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 432 0 0 0 0 0 0 0 0 0 0 0
